benefit - benefit
Company,welfare
富邦人壽保險股份有限公司_富華通訊處(張家寧)(核准文號110A01號),"【業務、整銷】行銷專員(含)以上職級享：
【服展】展業員(含)以上職級享：
1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；
2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。"
泰金寶電通股份有限公司,"ㄧ、健康關懷及保險醫療
1. 勞保、健保
2. 員工免費團保
3. 年度員工身體健康檢查及流感疫苗施打
4. 婚、喪、喜慶、生育等津貼補助

二、員工教育訓練發展
1. 新進人員教育訓練
2. 專業技能訓練
3. 管理技能訓練
4. 品質管理訓練
5. 研發相關課程及講座
6. E-Learning線上學習

三、獎金及禮品
1. 年節、端午、中秋三節獎金
2. 年度績效獎金
3. 生日禮品及五一勞動節禮品
4. 員工子女教育獎助學金

四、年度旅遊及聯誼活動
1. 國內員工旅遊
2. 國外員工旅遊
3. 藝文、登山、健行活動
4. 社團及聯誼活動

五、員工激勵及獎勵
1. 暢通的升遷管道 
2. 優渥的語文獎勵金
3. 專業證照獎勵金
4. 專利研發獎金

六、其他福利措施
1. 免費供應午餐
2. 健全的勞工退休金提撥制度-每月按應發薪資總額提撥6％為員工之退休金
3. 公司車位費用補助
4. 13線員工交通車
5. 哺乳室"
山富工業股份有限公司,"獎金類：年節獎金
居住類：員工宿舍
設備類：員工餐廳
其他：需穿著員工制服
依公司規定"
富邦人壽保險股份有限公司_中笙通訊處(陳廣騏)(核准文號110A01號),行銷專員(含)以上職級享：1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
富邦人壽保險股份有限公司_嘉大通訊處(吳政憲)(核准文號110A01號),行銷專員(含)以上職級享：1.&#63791;基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制&#64001;、各&#63952;&#64008;銷津貼、增員獎&#63754;、&#63886;終獎&#63754;、節慶獎&#63754;、業務競賽獎&#63871;及其&#63875;遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
富邦人壽保險股份有限公司_富貿一通訊處(林和慶)核准文號110A01號,行銷專員(含)以上職級享：1.&#63791;基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制&#64001;、各&#63952;&#64008;銷津貼、增員獎&#63754;、&#63886;終獎&#63754;、節慶獎&#63754;、業務競賽獎&#63871;及其&#63875;遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
富邦人壽保險股份有限公司_富兆二通訊處(羅威麟)(核准文號109A01號),"【法定項目】
暫不提供

【其他福利】
暫不提供

行銷專員(含)以上職級享:1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制 度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動;2.富邦以照顧員工 權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等 福利措施。"
莒光保全股份有限公司,"法定項目
勞保、健保、特別休假、勞退提撥金

福利制度
獎 金 類：年節獎金、員工生日禮金、三節獎金
保 險 類：員工團保
居 住 類：員工宿舍(限區域)
補 助 類：員工結婚補助、生育補助、孩子教育補助
其 　他：需穿著員工制服、員工在職教育訓練"
BMW總代理_汎德股份有限公司,"勞健保、退休金、年終獎金、周休二日
生日禮金、勞動節禮金、端午節禮金及中秋節禮金
生育補助、結婚補助、住院補助、喪葬補助
員工年度旅遊補助
社團補助
團體保險
員工年度健康檢查
員工購車優惠"
香港商栢能科技有限公司,"生日禮物 
三節獎金
婚喪喜慶補助 
享勞健保  
週休二日
10天年休假(試用期滿可預休)
健康檢查
勞退新制"
財團法人育成社會福利基金會,"1. 完整在職訓練
2. 勞健保及團體意外險
3. 6%勞工退休金提撥退休制度
4.年假3-30天
5.年終獎金
6.二年ㄧ次的年度健康檢查"
勤誠興業股份有限公司,"一、薪酬制度
勤誠提供具競爭力的薪酬制度，並透過定期的市場調查， 以維持整體薪酬水準於同業水準之上。
1. 具競爭性的固定月薪
2. 年終獎金
3. 績效分紅獎金 
4. 員工持股信託制度：同時結合儲蓄及投資理財概念之員工福利制度，鼓勵員工與公司共同努力，共創良好績效，共享經營成果！

二、訓練發展
勤誠視員工為重要的資產，提供多元訓練培育課程、自我學習補助以滿足不同國家及地區員工之各種需求，訓練培育體系如下：
1. 新人訓練
2. 專業職能訓練：研發、行銷、財管、資科等專業訓練。
3. 管理才能訓練：初階、中階、高階管理訓練。
4. 通識教育訓練：公司價值觀、顧客滿意、安全及衛生、職能培訓。
5. 專案導向訓練：機構技術議題討論會、研討會、技術論壇。
6. 投資外部訓練：補助外部技術研討及技能訓練。
7. 鼓勵自我發展：數位學習、EMBA進修補助。

三、福利措施 
1.彈性出勤：30分鐘自主彈性時間。
2.多項禮金：各節禮金、結婚禮金、生育禮金、生日禮金、喪殯慰問金 。
3.歡樂聚餐：每季部門聚餐補助金 。
4.年度尾牙：尾牙餐宴、表演活動、尾牙摸彩活動 。
5.免費體檢：每年價值5000元員工套餐健康檢查、中高階主管尊榮級套餐健康檢查 。
6.福委會：年度旅遊、家庭日、久任員工進修獎學金、員工福利套餐選擇、藝文欣賞、免費電影欣賞、購書。 
7.社團活動：氣機導引社、攝影社、羽球社、籃球社、瑜珈社等。 
8.公益休假：員工公益活動有薪假 。
9.休假制度：優於勞基法，到職滿三個月即可享有特休。
10. 按摩福利：每周三四盲人按摩、每周二五芳療紓壓 。
11. 特約托育機構配合

四、保險規劃 
1.健全的勞保、健保制度、每月定期提撥退休金。 
2.提供完善的員工綜合團體保險，包含壽險、意外險、住院險、醫療險、癌症險、職業災害險。 
3.眷屬優惠加保員工綜合團體保險服務。 

五、工作環境 
1.提供員工汽/機車停車位(機車全額補助)。
2.提供頂級進口咖啡豆、咖啡機、檸檬水及下午茶點。
3.擁有藝文廊道，定期舉辦文化藝術展覽。
4.開放式彈性辦公區域，紓解身心。
5.可升降辦公桌椅，關懷員工身心健康。"
誠品股份有限公司,"【正職同仁享有福利制度】
1.年終獎金/績效獎金
2.端午/中秋禮券
3.員工團體保險
4.健全的升遷管道，與海內外發展機會
5.福委會補助(單位旅遊、進修、生日、結婚、生育等..各項補助)
6.勞動節、聖誕節誠品特選禮物
7.員工健康檢查
8.員工購物優惠
9.完整的培訓體系，包含：
◎六大學苑—新人學苑、通路經營學苑、管理學苑、團隊通識學苑、顧客滿意學苑、餐旅經營學苑
◎超過15種主題課程—陳列美學、策展企劃、招商企劃、餐飲實務等….

【兼職同仁享有福利制度】
1.端午/中秋禮券(年資滿一年)
2.勞/健/團保及勞退提撥
3.員工購物優惠
4.完整的在職訓練
5.表現優秀同仁具有優先轉正機會"
鼎新電腦股份有限公司,"◆ 保險類
勞保、健保、員工團保(壽險,意外險,住院醫療險)

◆ 福利類
1. 年終獎金
2. 季度獎金
3. 年度定額自選式福利金
4. 節慶禮品/禮金(勞動節、中秋節、端午節...等)
5. 生日禮金
6. 特休假(到職當年度即享有)
7. 感恩日假期
8.  婚喪喜慶補助
9. 推薦人才獎金
10. 研發專利提案獎金

◆ 福利委員會
1. 社團 - 韻律社、攝影社、羽球社、瑜珈社、MV熱舞社、...等
2. 員工旅遊
3. 員工關懷日(發放小禮物/禮金/禮券)
4. 團購優惠
5. 特約商店優惠(食/衣/住/行)
6. 舒壓按摩
7. 定期講座
8. 各項活動(年貨大街、樂活市集、趣味競賽、歌唱大賽...等)
9.定期職安醫生/銀行/保險/電信駐點服務

◆ 辦公環境
1. 游泳池/SPA 三溫暖
2. 健身房/桌球區
3. 韻律教室
4. 生態庭園
5. 空中花園
6. 百人大型會議廳
7. 開放式員工休憩/討論區
8. 集哺乳室"
富邦人壽保險股份有限公司_中友通訊處(鐘友健)(核准文號110A01號),行銷專員(含)以上職級享：1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
兩岸幸福保險經紀人股份有限公司,
富邦人壽保險股份有限公司_富年通訊處(黃如玲)(核准文號110A01號),行銷專員(含)以上職級享：1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
桂冠實業股份有限公司,"【為了迎接你，我們已經做了很多準備】

※ 禮金禮品類
✔ 端午中秋直接發放禮金，不用擔心肉粽月餅禮盒吃不完、人比荷包肥！
✔ 冬至、元宵贈送節慶禮品，桂冠湯圓全口味任君選擇，暖胃又暖心！
✔ 生日不是天天都能過，但生日禮金卻是年年都能領！

※ 福利補助類
✔ 每年定額配發部門基金，部門聚餐、零食、下午茶，公司全包了！
✔ 買桂冠產品就是比別人更便宜，還有機會比別人更早吃到未上市新品！
✔ 好想出去玩？員工旅遊年年出團，國內外都有補助，還能跟親友共遊！
✔ 每年春酒、尾牙只能選一場？公司加辦入冬前士氣鼓舞大會，一年兩次用美饌感謝同仁的付出！
✔ 補助新進勞工體檢，還有定期免費員工健檢，身體健康有保障！

※ 薪資保險類
✔ 業務專案獎金、超額達標獎金、年度優良員工表揚獎金、績效考核獎金，肯努力就有回報，自己的薪水自己加！
✔ 績效做出來，除了列為公司重點培養對象，最快到職半年就能加薪！
✔ 病假不扣全勤，每個月可以遲到兩次，拿到全勤獎金超easy！
✔ 上班也要保平安，團保意外險和商務旅遊平安險補助讓你工作穩妥當！

※	教育訓練類
✔ 每年實施企業教育訓練計畫，就是要助你成為更好的自己！
✔ 台北專業料理教室「窩廚房」每月免費開班授課，教你怎麼煮得美味又健康！

※	加碼福利類
✔ 大台北地區加碼福利：工廠出品員工便當新鮮直送，每顆只要15元！
✔ 總公司再加碼：茶包、咖啡任君享用，營銷單位還有彈性工時制度！

☛☛☛☛☛ 等的就是你，快來投履歷！☚☚☚☚☚"
富邦人壽保險股份有限公司_富學通訊處(羅婉清)(核准文號110A01號),行銷專員(含)以上職級享：1.勞基法保障、健保、團保(員工本人公單保費由公司全額負擔)、休假制度、各類行銷津貼、增員獎金、年終獎金、節慶獎金、業務競賽獎勵及其旅遊活動；2.富邦以照顧員工權益、善盡社會責任為經營目標，提供員工產假天數優於法令規定、生育補助、0~6歲子女育兒補助等福利措施。
